Farmacia,Titular,Dirección,Municipio,Provincia,Comunidad,Teléfono
"Guijarro Perez, Alberto","Guijarro Perez, Alberto","C/ Odisea, 6, 13610",Campo de Criptana,Ciudad Real,CASTILLA LA MANCHA,926560954 
Gzlez. Rodriguez Ma Luisa,Gzlez. Rodriguez Ma Luisa,"C/ Real, 45, 13391",Alcubillas,Ciudad Real,CASTILLA LA MANCHA,926356010 
"Hernandez Ca\izares, J.","Hernandez Cañizares, J.","C/ General Aguilera, 8, 13001",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926273077 
Herrera Banegas- Jesus,Herrera Banegas- Jesus,"Avd. Del Carmen, 33, 13670",Villarrubia de los Ojos,Ciudad Real,CASTILLA LA MANCHA,926899075 
Hervas Laguna -carmen,Hervas Laguna -carmen,"Rda. Calatrava, 44, 13270",Almagro,Ciudad Real,CASTILLA LA MANCHA,926261254 
"Hidalgo Garrido, Adela Maria","Hidalgo Garrido, Adela Maria","C/ Real, 54, 13595",Villamayor de Calatrava,Ciudad Real,CASTILLA LA MANCHA,926466129 
"Irnan Parrilla, Desamparado","Irnan Parrilla, Desamparado","C/ General Aguilera, 2, 13630",Socuéllamos,Ciudad Real,CASTILLA LA MANCHA,926530017 
Isabel Moti\o Palacios,Isabel Motiño Palacios,"C/ Buenos Aires, 29, 13230",Membrilla,Ciudad Real,CASTILLA LA MANCHA,926636294 
"Linares Diaz, Rosalia","Linares Diaz, Rosalia","C/ Luis Dorado, 83, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926421070 
Llopis Carrasco -ma Jesus,Llopis Carrasco -ma Jesus,"C. Pablo Neruda, 7, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926411191 
"Lopez Ca\uelo, Juan","Lopez Cañuelo, Juan","C/ Estanislao Cabanillas, 12, 13400",Almadén,Ciudad Real,CASTILLA LA MANCHA,926711129 
"Lopez Moreno, Fco. De Asis","Lopez Moreno, Fco. De Asis","C/ Pio Xii, 5, 13680",Fuente el Fresno,Ciudad Real,CASTILLA LA MANCHA,926804325 
Lopez-casero Beltran -ana,Lopez-casero Beltran -ana,"Rda. Ciruela, 20, 13004",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926224705 
"Lopez-casero Beltran, Cristina","Lopez-casero Beltran, Cristina","C/ Virgen De Criptana, 4, 13610",Campo de Criptana,Ciudad Real,CASTILLA LA MANCHA,926560209 
Lozano C.b.,Lozano C.b.,"C/ Arenas, 19, 13250",Daimiel,Ciudad Real,CASTILLA LA MANCHA,926850142 
,,,,,,
Luna Monta\o -carmen,Luna Montaño -carmen,"C/ Cristo Rey, 56, 13670",Villarrubia de los Ojos,Ciudad Real,CASTILLA LA MANCHA,926898539 
"Maldonado Gonzalez, M.dolores","Maldonado Gonzalez, M.dolores","C/ Juan Carlos I, 22, 13193",Arroba de los Montes,Ciudad Real,CASTILLA LA MANCHA,926771569 
Mansilla Saucedo - Felipa,Mansilla Saucedo - Felipa,"Ctra. De Toledo, 18, 13005",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926230066 
Mari Carmen Lucia,Mari Carmen Lucia,"C/ Fuente, 10, 13193",Navalpino,Ciudad Real,CASTILLA LA MANCHA,926771085 
Martin Arenas -catalina,Martin Arenas -catalina,"C/ Ancha, 18, 13420",Malagón,Ciudad Real,CASTILLA LA MANCHA,926800094 
"Martin Garcia, Ana Maria","Martin Garcia, Ana Maria","C/ Cordoba, 7, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926426402 
"Martin Gonzalez, Juan Bautista","Martin Gonzalez, Juan Bautista","C/ Jose Antonio, 19, 13345",Cózar,Ciudad Real,CASTILLA LA MANCHA,926365029 
Martin Lopez -francisco Javier,Martin Lopez -francisco Javier,"C. Paquito Leon, 25, 13170",Miguelturra,Ciudad Real,CASTILLA LA MANCHA,926241061 
Martin Navas -pilar,Martin Navas -pilar,"C/ Cervantes, 22, 13660",Las Labores,Ciudad Real,CASTILLA LA MANCHA,926892092 
"Martin Ruiz, Juana & Asu","Martin Ruiz, Juana & Asu","C/ Melchor Cano, 1, 13680",Fuente el Fresno,Ciudad Real,CASTILLA LA MANCHA,926806067 
"Martin Torre & Fdez., C.","Martin Torre & Fdez., C.","C/ Ciruela, 1, 13001",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926222374 
"Martinez Alvarez, Ma Pilar","Martinez Alvarez, Ma Pilar","C/ Juan De Avila, 2, 13003",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926231420 
"Martinez Escudero, Juan Antonio","Martinez Escudero, Juan Antonio","Avd. Europa, 45 (c.c. Eroski), 13005",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926270004 
Martinez Lopez -manuel,Martinez Lopez -manuel,"C/ Socuellamos, 69, 13700",Tomelloso,Ciudad Real,CASTILLA LA MANCHA,926502421 
Martinez Rubio -celia,Martinez Rubio -celia,"C/ Dulcinea, 122, 13700",Tomelloso,Ciudad Real,CASTILLA LA MANCHA,926514669 
"Mata Guijarro, Luis","Mata Guijarro, Luis","Granatula, 5, 13279",Valenzuela de Calatrava,Ciudad Real,CASTILLA LA MANCHA,926867009 
"Mateo Gonzalez, Celia Isabel","Mateo Gonzalez, Celia Isabel","C/ Morales Rodriguez, 33, 13195",Poblete,Ciudad Real,CASTILLA LA MANCHA,926833009 
"Mateos Sosa, Ma Elena","Mateos Sosa, Ma Elena","C/ Maria Cristina, 5, 13001",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926223621 
Mateos-aparicio Gallego .ma Dolores,Mateos-aparicio Gallego .ma Dolores,"Avd. De Tablas De Daimiel, 11, 13004",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926223245 
Mazarron Morales -cristi,Mazarron Morales -cristi,"C/ Emilio Castelar, 49, 13600",Alcázar de San Juan,Ciudad Real,CASTILLA LA MANCHA,926540210 
Menchen Fdez Pacheco -lu,Menchen Fdez Pacheco -lu,"C/ Socuellamos, 6, 13700",Tomelloso,Ciudad Real,CASTILLA LA MANCHA,926510945 
"Menchen Fdez. Pacheco, M","Menchen Fdez. Pacheco, M","C/ Concordia, 41, 13700",Tomelloso,Ciudad Real,CASTILLA LA MANCHA,926511079 
Menchen Fernandez - Lucila,Menchen Fernandez - Lucila,"C/ La Lonja, 10, 13230",Membrilla,Ciudad Real,CASTILLA LA MANCHA,926636122 
"Mi\ano Falcon, Amparo","Miñano Falcon, Amparo","C/ Doña Crisanta, 4, 13700",Tomelloso,Ciudad Real,CASTILLA LA MANCHA,926511239 
"Millan Navajas, Joaquin","Millan Navajas, Joaquin","C/ Rel Rio, 29, 13180",Abenójar,Ciudad Real,CASTILLA LA MANCHA,926835016 
"Molino Peinado, Angel Mariano","Molino Peinado, Angel Mariano","C/ Campomanes, 95, 13700",Tomelloso,Ciudad Real,CASTILLA LA MANCHA,926508655 
"Monescillo Fernandez, Em","Monescillo Fernandez, Em","C/ Nomenclator, 1, 13440",Argamasilla de Calatrava,Ciudad Real,CASTILLA LA MANCHA,926477213 
"Morcillo Fernandez,pilar","Morcillo Fernandez,pilar","C/ Ayuntamiento, 23, 13490",Guadalmez,Ciudad Real,CASTILLA LA MANCHA,926742018 
"Moreno Sainz-pardo, Jose","Moreno Sainz-pardo, Jose","C/ Emilo Castelar, 73-bajo, 13600",Alcázar de San Juan,Ciudad Real,CASTILLA LA MANCHA,926547935 
"Mu\oz Costi, Jose Ramon","Muñoz Costi, Jose Ramon","C/ Cristo, 2, 13580",Almodóvar del Campo,Ciudad Real,CASTILLA LA MANCHA,926483328 
"Mu\oz Mu\oz, Julio","Muñoz Muñoz, Julio","Pza. De Los Portales, 2, 13130",Fuencaliente,Ciudad Real,CASTILLA LA MANCHA,926470010 
Navarro Garcia M Gracia,Navarro Garcia M Gracia,"Avda 1 Mayo 27, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926425149 
"Navas Nieto, Inmaculada","Navas Nieto, Inmaculada","C/ Puertollano, 19, 13592",Mestanza,Ciudad Real,CASTILLA LA MANCHA,926485528 
"Neira Leal, Maria Jose","Neira Leal, Maria Jose","C/ Isaac Peral, 23, 13610",Campo de Criptana,Ciudad Real,CASTILLA LA MANCHA,926562672 
Nieves Carrascosa - Jose,Nieves Carrascosa - Jose,"Eras, 41, 13750",Castellar de Santiago,Ciudad Real,CASTILLA LA MANCHA,926340011 
"Nova Rey, Heliodoro","Nova Rey, Heliodoro","C/ramon Y Cajal No 8, 13247",San Carlos del Valle,Ciudad Real,CASTILLA LA MANCHA,926630177 
Nu\ez Camara -ma Carmen,Nuñez Camara -ma Carmen,"Rda. De La Cruz Verde, 29, 13600",Alcázar de San Juan,Ciudad Real,CASTILLA LA MANCHA,926552859 
"Nu\o, C.b.","Nuño, C.b.","C/ Agustin Salido, 25, 13350",Moral de Calatrava,Ciudad Real,CASTILLA LA MANCHA,926330023 
Oca\a Mu\oz Amparo Maria,Ocaña Muñoz Amparo Maria,"Emilio Nieto 34, 13240",La Solana,Ciudad Real,CASTILLA LA MANCHA,926631164 
"Olalla Mediavilla, Maria Soledad","Olalla Mediavilla, Maria Soledad","C/ Jesus, 6, 13250",Daimiel,Ciudad Real,CASTILLA LA MANCHA,926850585 
Olmedo C.b.,Olmedo C.b.,"San Agustin, 1, 13270",Almagro,Ciudad Real,CASTILLA LA MANCHA,926860243 
"Ortiz Vazquez, Ma Gracia","Ortiz Vazquez, Ma Gracia","Feria, 24, 13332",Villahermosa,Ciudad Real,CASTILLA LA MANCHA,926366148 
Palomo Cb,Palomo Cb,"Goya 47, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926426434 
Pardo Romero -teodora,Pardo Romero -teodora,"C/ Real, 133, 13380",Aldea del Rey,Ciudad Real,CASTILLA LA MANCHA,926865309 
Paton Garcia-donas -jose Carlos,Paton Garcia-donas -jose Carlos,"C. Recreo, 64, 13600",Alcázar de San Juan,Ciudad Real,CASTILLA LA MANCHA,926550926 
"Paton Rodriguez, Lucia","Paton Rodriguez, Lucia","C/ Real, 5, 13333",Fuenllana,Ciudad Real,CASTILLA LA MANCHA,926361849 
"Pedraza Galiana, Ma Teresa","Pedraza Galiana, Ma Teresa","C/ Calvo Sotelo, 12, 13630",Socuéllamos,Ciudad Real,CASTILLA LA MANCHA,926530009 
"Penades Peinado, Ma. Pilar","Penades Peinado, Ma. Pilar","C/ Don Victor, 34, 13700",Tomelloso,Ciudad Real,CASTILLA LA MANCHA,926510110 
Perea Fernandez -fco.javier,Perea Fernandez -fco.javier,"C/ Pedrera Baja, 29, 13003",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926223369 
"Pereiras Lopez, Gloria","Pereiras Lopez, Gloria","Juan Bravo, 1, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926425940 
"Perez Fernandez, Gines Antonio","Perez Fernandez, Gines Antonio","C/ Calvario, 4, 13248",Alhambra,Ciudad Real,CASTILLA LA MANCHA,926356821 
"Perez Guzman Palomares, Pilar","Perez Guzman Palomares, Pilar","Aduana, 38, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926424817 
"Perez Nu\ez, Ma Doleres","Perez Nuñez, Ma Doleres","C/calvario, 7, 13344",Torre de Juan Abad,Ciudad Real,CASTILLA LA MANCHA,926383070 
Peris Sanchez Carlos,Peris Sanchez Carlos,"Mercado Viejo 3, 13001",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926211233 
"Perucho Lizcano, Fco.","Perucho Lizcano, Fco.","C/ Goya , 20, 13600",Alcázar de San Juan,Ciudad Real,CASTILLA LA MANCHA,926540510 
"Perucho Lizcano, Mercedes","Perucho Lizcano, Mercedes","Av. De Constitucion, 9, 13600",Alcázar de San Juan,Ciudad Real,CASTILLA LA MANCHA,926546537 
Pilar Camacho Tejero,Pilar Camacho Tejero,"C/ Diego Almagro, 19, 13413",Alamillo,Ciudad Real,CASTILLA LA MANCHA,926735119 
"Prado Fernandez, Ma Pila","Prado Fernandez, Ma Pila","C/ Via Crucis, 1 Local 3, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926425432 
Puebla Rodriguez M Angeles,Puebla Rodriguez M Angeles,"Pz San Gregorio 75, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926425667 
"Puebla Rodriguez, Marta","Puebla Rodriguez, Marta","C/ Darro, 36, 13580",Almodóvar del Campo,Ciudad Real,CASTILLA LA MANCHA,926483096 
"Quesada, C.b.","Quesada, C.b.","C/ Jesus Del Perdon, 49, 13200",Manzanares,Ciudad Real,CASTILLA LA MANCHA,926611272 
Rafael Arroyo Vera,Rafael Arroyo Vera,"Pza. Constitucion, 18, 13670",Villarrubia de los Ojos,Ciudad Real,CASTILLA LA MANCHA,926899064 
"Ramirez Cisneros, Manuel","Ramirez Cisneros, Manuel","C/ Gran Maestre, 6, 13270",Almagro,Ciudad Real,CASTILLA LA MANCHA,926860242 
Ramon Alarcon Gozalvez,Ramon Alarcon Gozalvez,"Paseo Martires,66, 13630",Socuéllamos,Ciudad Real,Castilla La Mancha,926530119 
"Ramos Alcazar, Blanca","Ramos Alcazar, Blanca","C/ Postas, 27, 13001",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926211076 
Redondo Martin-benito -ana,Redondo Martin-benito -ana,"C. Paz, 10, 13640",Herencia,Ciudad Real,CASTILLA LA MANCHA,926572384 
"Requena Ortiz, Amparo","Requena Ortiz, Amparo","Feria, 20, 13330",Villanueva de la Fuente,Ciudad Real,CASTILLA LA MANCHA,967396640 
"Rodriguez Diaz, Alberto Cecilio","Rodriguez Diaz, Alberto Cecilio","Pza. Villarreal, 1, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926951243 
"Rodriguez Isla Sobrino,","Rodriguez Isla Sobrino,","Pza. Concepcion, 2, 13160",Torralba de Calatrava,Ciudad Real,CASTILLA LA MANCHA,926810112 
Rodriguez Moraleda -fco.,Rodriguez Moraleda -fco.,"Pza. De España, 16, 13640",Herencia,Ciudad Real,CASTILLA LA MANCHA,926571066 
"Rodriguez Vazquez, Pablo","Rodriguez Vazquez, Pablo","C/ El Peligro, 1, 13194",Retuerta del Bullaque,Ciudad Real,CASTILLA LA MANCHA,925421750 
"Rodriguez- Palmero, Carmen","Rodriguez- Palmero, Carmen","C/ Victor Peñasco, 71, 13700",Tomelloso,Ciudad Real,CASTILLA LA MANCHA,926510208 
"Roman Moreno, Elena","Roman Moreno, Elena","Avd. Cervantes, 36, 13730",Santa Cruz de Mudela,Ciudad Real,CASTILLA LA MANCHA,926342066 
Romero Aguilera Rosario,Romero Aguilera Rosario,"Toledo 19, 13003",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926256402 
"Romero Aguilera, Rosario","Romero Aguilera, Rosario","Toledo,19, 13003",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926223359 
Romero Rojas Jesus Luis,Romero Rojas Jesus Luis,"Pz Constitucion 4, 13170",Miguelturra,Ciudad Real,CASTILLA LA MANCHA,926240252 
Romero Romero -jose,Romero Romero -jose,"C/ Castilla La Mancha, 2, 13194",Navas de Estena,Ciudad Real,CASTILLA LA MANCHA,952409047 
"Romero Romero, Catalina","Romero Romero, Catalina","C/ La Paz, 20, 13411",Valdemanco del Esteras,Ciudad Real,CASTILLA LA MANCHA,926741764 
Roncero Pedro Y Jose Ramon Cb,Roncero Pedro Y Jose Ramon Cb,"San Marcos 53, 13200",Manzanares,Ciudad Real,CASTILLA LA MANCHA,926610999 
Ros Marin Josefa,Ros Marin Josefa,"Jesus Del Perdon 19, 13200",Manzanares,Ciudad Real,CASTILLA LA MANCHA,926610801 
Rospide Garcia Teresa,Rospide Garcia Teresa,"Peligros 21, 13170",Miguelturra,Ciudad Real,CASTILLA LA MANCHA,926243219 
Roura Portillo -mercedes,Roura Portillo -mercedes,"C. Asdrubal, 37, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926412238 
"Rubio Dorado, Eloy","Rubio Dorado, Eloy","C/ Mayor, 1, 13340",Albaladejo,Ciudad Real,CASTILLA LA MANCHA,926387333 
"Rubio Ros, Ma Pilar","Rubio Ros, Ma Pilar","C/ Santa Rita, 37, 13700",Tomelloso,Ciudad Real,CASTILLA LA MANCHA,926511420 
"Ruiz De Casta\eda Garcia, Felipe","Ruiz De Castañeda Garcia, Felipe","C/ Atajo Alto, 6, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926425173 
"Ruiz De Casta\eda, Fco.","Ruiz De Castañeda, Fco.","C/ San Bernabe,  S/n, 13679",Arenas de San Juan,Ciudad Real,CASTILLA LA MANCHA,926644073 
"Ruiz Gallego, Bego\a","Ruiz Gallego, Begoña","Cordoba, 42, 13500",Puertollano,Ciudad Real,CASTILLA LA MANCHA,926421109 
Ruiz Lopez -isabel,Ruiz Lopez -isabel,"C/ Diego De Almagro, 7, 13002",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926215419 
"Sainz Garcia-blanco, J.r","Sainz Garcia-blanco, J.r","Sacerdote Angel Muñoz, 40, 13400",Almadén,Ciudad Real,CASTILLA LA MANCHA,926710471 
"Salcedo Barreda, Manuel","Salcedo Barreda, Manuel","C/ Ronda De Las Eras, 18, 13420",Malagón,Ciudad Real,CASTILLA LA MANCHA,926800690 
"Salcedo Peris, Adela","Salcedo Peris, Adela","C/ Alarcos, 6, 13001",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926211192 
"Salcedo Peris, Mo Carmen","Salcedo Peris, Mo Carmen","Rda. Santa Maria, 2, 13002",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926221589 
Sanchez Rabasco -francisco Carmelo,Sanchez Rabasco -francisco Carmelo,"C. Santa Beatriz De Silva, 1, 13600",Alcázar de San Juan,Ciudad Real,CASTILLA LA MANCHA,926550654 
"Sanchez Ruiz, Pablo","Sanchez Ruiz, Pablo","Victoria, 2, 13179",Pozuelo de Calatrava,Ciudad Real,CASTILLA LA MANCHA,926840065 
Sanchez Suarez -mercedes,Sanchez Suarez -mercedes,"C/ Mata, 21, 13004",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926221383 
Sanchez-garrido Calvo -h.,Sanchez-garrido Calvo -h.,"Pza. Cardenal Monescillo, 7, 13190",Corral de Calatrava,Ciudad Real,CASTILLA LA MANCHA,926830009 
"Sempere Gil, Cayetano","Sempere Gil, Cayetano","Pso. Carlos Eraña, 5 Bloque 15, 13004",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926221903 
"Serrano & Vila, C.b.","Serrano & Vila, C.b.","C/ Libertad, 7, 13150",Carrión de Calatrava,Ciudad Real,CASTILLA LA MANCHA,926815092 
"Sevilla Torrijos, Miguel Angel","Sevilla Torrijos, Miguel Angel","C/ Salida Cabañeros, 1, 13116",Alcoba,Ciudad Real,CASTILLA LA MANCHA,926770073 
"Simal Lozano, Carmen","Simal Lozano, Carmen","C/ Alfonso Xii, 10, 13250",Daimiel,Ciudad Real,CASTILLA LA MANCHA,926850856 
Sobrino Diaz -francisco,Sobrino Diaz -francisco,"C/ Alcantara, 10, 13004",Ciudad Real,Ciudad Real,CASTILLA LA MANCHA,926255534 
Sorando Ruiz -pilar,Sorando Ruiz -pilar,"C/ Real, 98, 13370",Calzada de Calatrava,Ciudad Real,CASTILLA LA MANCHA,926876610 
Tercero Moreno -jose Manuel,Tercero Moreno -jose Manuel,"C. Real, 162, 13370",Calzada de Calatrava,Ciudad Real,CASTILLA LA MANCHA,926875191 
Tercero Pozo -adela,Tercero Pozo -adela,"C/ La Encina, 3, 13114",El Robledo,Ciudad Real,CASTILLA LA MANCHA,926785225 
"Tirado Pastor, Francisca","Tirado Pastor, Francisca","C/ Cervantes, 32, 13341",Terrinches,Ciudad Real,CASTILLA LA MANCHA,926387270 
"Torres Martinez, Rosendo","Torres Martinez, Rosendo","Calle Lacatraba, 4, 13109",Puebla de Don Rodrigo,Ciudad Real,CASTILLA LA MANCHA,926777003 
"Velasco Martinez, Javier","Velasco Martinez, Javier","C/ Don Victor Peñasco, 115, 13700",Tomelloso,Ciudad Real,CASTILLA LA MANCHA,926504919 
"Vidal Costa, Ma Del Carmen","Vidal Costa, Ma Del Carmen","C/ Mayor, 1, 13440",Argamasilla de Calatrava,Ciudad Real,CASTILLA LA MANCHA,926477084 
"Villalobos Real, Isidoro Fernando","Villalobos Real, Isidoro Fernando","Toledo, 7, 13670",Villarrubia de los Ojos,Ciudad Real,CASTILLA LA MANCHA,926899005 
"Villalon Casero, Ramon","Villalon Casero, Ramon","Estacion, 7, 13250",Daimiel,Ciudad Real,CASTILLA LA MANCHA,926850274 
"Villanueva Etcheverria,","Villanueva Etcheverria,","C/ Angel Muñoz, 40, 13400",Almadén,Ciudad Real,CASTILLA LA MANCHA,926713356 
Villegas C.b.,Villegas C.b.,"C/ Independencia, 5, 13700",Tomelloso,Ciudad Real,CASTILLA LA MANCHA,926510067 
"Villegas Perez, Mariano","Villegas Perez, Mariano","C/ Concepcion, 4, 13670",Villarrubia de los Ojos,Ciudad Real,CASTILLA LA MANCHA,926897185 
"Zar Echalecu, Inmaculada","Zar Echalecu, Inmaculada","C/ Real, 15, 13450",Brazatortas,Ciudad Real,CASTILLA LA MANCHA,926471006 
"Zurita Aranda,  Antonio","Zurita Aranda,  Antonio","C/ La Solana, 2, 13710",Argamasilla de Alba,Ciudad Real,CASTILLA LA MANCHA,926521146 
Farmacia A Creus I Escudero S C P,A Creus I Escudero S C P,"Cl Violant D Hongria 23 25, 43007",Tarragona,Tarragona,CATALUÑA,977201842 
Farmacia Abajo Martin Pedro Alberto,Abajo Martin Pedro Alberto,"Av Maria Fortuny 48, 43204",Reus,Tarragona,CATALUÑA,977755052 
Farmacia Aguera Balague Pilar,Aguera Balague Pilar,"Cl Forn 5, 43558",Freginals,Tarragona,CATALUÑA,977572826 
Farmacia Aguilo Ruiz Neus,Aguilo Ruiz Neus,"Cr Amposta                  15, 43878",Masdenverge,Tarragona,CATALUÑA,977718702 
Farmacia Albella Beltran Maria Carme,Albella Beltran Maria Carme,"Av Santa Barbara 18 20, 43870",Amposta,Tarragona,CATALUÑA,977702613 
Farmacia Albiol Palles Francisco,Albiol Palles Francisco,"Cl Bruc                     21, 43580",Deltebre,Tarragona,CATALUÑA,977489750 
Farmacia Alcoceba Gutierrez Mercedes,Alcoceba Gutierrez Mercedes,"Cl Muntaner 3 Sant Salvado, 43151",Tarragona,Tarragona,CATALUÑA,977520537 
Farmacia Alustiza Masot Jose Ignacio,Alustiza Masot Jose Ignacio,"Cl Torres Jordi 14, 43005",Tarragona,Tarragona,CATALUÑA,977211878 
Farmacia Andreu Prats Maria Dolors,Andreu Prats Maria Dolors,"Cl Deltebre                 33, 43006",Tarragona,Tarragona,CATALUÑA,977547870 
Farmacia Arasa Lopez Anna,Arasa Lopez Anna,"Placa Dels Vents 9, 43893",Altafulla,Tarragona,CATALUÑA,977652420 
Farmacia Arasa Lopez Josep,Arasa Lopez Josep,"Cl Verge De Montserrat 4, 43830",Torredembarra,Tarragona,CATALUÑA,977130434 
Farmacia Balcells Sabater Josep,Balcells Sabater Josep,"Cl Major                     7, 43420",Santa Coloma de Queralt,Tarragona,CATALUÑA,977880030 
Farmacia Barbero Pamies Amelia,Barbero Pamies Amelia,"Cl Major                     6, 43750",Flix,Tarragona,CATALUÑA,977410129 
Farmacia Barbero Pamies Maria Pilar,Barbero Pamies Maria Pilar,"Cl Sant Jordi               19, 43750",Flix,Tarragona,CATALUÑA,977410529 
Farmacia Barcelona Marti Frederic,Barcelona Marti Frederic,"Avd Independencia        1 B, 43850",Cambrils,Tarragona,CATALUÑA,977360466 
Farmacia Bargallo Mesones Pilar,Bargallo Mesones Pilar,"Cr Nacional 340        Km 1185, 43880",El Vendrell,Tarragona,CATALUÑA,977683742 
Farmacia Barreda Sorli C B,Barreda Sorli C B,"Av Generalitat  85, 43500",Tortosa,Tarragona,CATALUÑA,977448106 
Farmacia Bayarri Garcia Manuela,Bayarri Garcia Manuela,"Pz De Les Sitges             9, 43746",Tivissa,Tarragona,CATALUÑA,977418201 
Farmacia Bello Pigem Javier,Bello Pigem Javier,"Pj Prim 34, 43202",Reus,Tarragona,CATALUÑA,977313289 
Farmacia Berra Novarese Carlos,Berra Novarese Carlos,"Cl Esglesia 4, 43422",Barberà de la Conca,Tarragona,CATALUÑA,977887389 
Farmacia Besora Mallafre Anna,Besora Mallafre Anna,"Cl Consolat De Mar 60, 43850",Cambrils,Tarragona,CATALUÑA,977360270 
Farmacia Besora Mallafre Jordi,Besora Mallafre Jordi,"Pz Bonet 2, 43840",Salou,Tarragona,CATALUÑA,977380343 
Farmacia Blanch Escurriola Laureano,Blanch Escurriola Laureano,"Cl Lleida 3, 43594","Pinell de Brai, El",Tarragona,CATALUÑA,977426457 
Farmacia Bofarull Comamala Josep Maria,Bofarull Comamala Josep Maria,"Cl Dr Vilaseca              54, 43202",Reus,Tarragona,CATALUÑA,977316666 
Farmacia Bonet Serrano Jaume,Bonet Serrano Jaume,"Avda Palfuriana             48, 43880",El Vendrell,Tarragona,CATALUÑA,977684069 
Farmacia Boronat Bove Maria Carme,Boronat Bove Maria Carme,"Av Verge Del Roser 4, 43141",Vilallonga del Camp,Tarragona,CATALUÑA,977840156 
Farmacia Boronat Poderos Jordi,Boronat Poderos Jordi,"Cl Sant Pere 3, 43004",Tarragona,Tarragona,CATALUÑA,977240672 
Farmacia Borras Cabaces Blanca,Borras Cabaces Blanca,"Av Diputacio 79 Vilafortuny, 43850",Cambrils,Tarragona,CATALUÑA,977361041 
Farmacia Borrut Valles Josep M,Borrut Valles Josep M,"Cl Constancia                6, 43540",Sant Carles de la Ràpita,Tarragona,CATALUÑA,977740160 
Farmacia Bueno Andreu Vicente,Bueno Andreu Vicente,"Cr Valls                    72, 43700",El Vendrell,Tarragona,CATALUÑA,977661656 
Farmacia Cabrito Serra Maria Jesus,Cabrito Serra Maria Jesus,"Cl Pere Ceremonios          70, 43205",Reus,Tarragona,CATALUÑA,977753213 
Farmacia Cabrito Serra Maria Teresa,Cabrito Serra Maria Teresa,"Cl Ramon Y Cajal            37, 43001",Tarragona,Tarragona,CATALUÑA,977212286 
Farmacia Canals Garriga Maria Teresa,Canals Garriga Maria Teresa,"Cl Prat De La Riba          31, 43001",Tarragona,Tarragona,CATALUÑA,977241038 
Farmacia Capella Castellvi Francesca,Capella Castellvi Francesca,"Cl Centre  10, 43749",Garcia,Tarragona,CATALUÑA,977401510 
Farmacia Carreras Jofre M Carme,Carreras Jofre M Carme,"Cl Quince 14, 43100",Tarragona,Tarragona,CATALUÑA,977544909 
Farmacia Casulleras Romeu Nuria,Casulleras Romeu Nuria,"Cl Rhin 17-19, 43882",Calafell,Tarragona,CATALUÑA,977160181 
